%0,-90
%1,-89
2,-88
5,-87
9,-86
13,-85
18,-84
23,-83
27,-82
32,-81
37,-80
43,-79
48,-78
53,-77
58,-76
63,-75
68,-74
73,-73
78,-72
83,-71
89,-70
95,-69
100,-68
107,-67
111,-66
117,-65
121,-64
125,-63
129,-62
133,-61
138,-60
143,-59
148,-58
153,-57
159,-56
165,-55
170,-54
176,-53
183,-52
188,-51
193,-50
198,-49
203,-48
207,-47
212,-46
216,-45
221,-44
225,-43
228,-42
233,-41
239,-40
245,-39
250,-38
253,-37
%254,-36
%255,-35
